STUDENTID,V1,VH098810,VH098519,VH098808,VH139047,VH098759,VH098740,VH134366,VH098753,VH134387,VH098783,BlockRev,VH098812,VH139196,VH134373,VH098839,VH098597,VH098556,VH098522,VH098779,VH098834,Average,Total,Label
2333220858,6,51,83,127,71,74,58,131,148,135,91,4,50,135,59,55,22,166,6,8,17,71.29,24.95,TRUE
2333221013,11,27,61,152,64,299,42,209,63,14,97,15,122,158,38,60,54,24,44,43,93,80.48,28.17,FALSE
2333221200,8,27,35,97,54,93,52,112,119,38,72,21,55,118,81,93,90,25,123,12,43,65.14,22.80,TRUE
2333221951,14,19,45,64,49,83,55,84,75,98,38,44,93,73,122,51,47,38,50,29,144,62.62,21.92,TRUE
2333222206,10,23,62,80,107,92,45,129,102,176,42,13,78,49,77,50,34,35,46,28,61,63.76,22.32,TRUE
2333222711,11,14,54,82,127,111,16,61,150,173,39,12,54,127,126,86,59,24,37,35,69,69.86,24.45,FALSE
2333222800,13,60,121,85,101,92,118,129,73,51,118,15,68,75,49,46,65,96,94,33,52,74.00,25.90,FALSE
2333223318,9,25,78,203,133,36,76,302,120,76,183,,307,75,32,,,,,,,118.21,27.58,TRUE
2333223393,5,17,47,53,81,145,67,81,146,65,79,5,93,92,54,46,55,17,19,29,46,59.14,20.70,TRUE
2333223563,9,23,28,30,65,69,44,59,65,87,110,30,21,89,90,52,70,15,28,18,19,48.62,17.02,FALSE
2333223741,8,20,81,49,96,208,29,110,303,71,54,7,64,122,40,62,40,10,6,34,37,69.10,24.18,FALSE
2333225353,7,22,102,47,80,92,35,218,69,86,76,10,70,48,133,57,62,56,17,19,74,65.71,23.00,FALSE
2333225451,8,13,44,33,49,74,43,48,67,62,44,8,68,66,161,38,36,25,24,10,70,47.19,16.52,FALSE
2333225493,10,25,47,99,79,167,43,66,64,71,129,6,72,51,104,72,59,12,44,18,43,61.00,21.35,TRUE
2333225531,2,20,41,200,132,278,42,80,105,28,174,18,107,232,158,14,23,2,7,5,4,79.62,27.87,TRUE
2333225736,15,19,46,112,34,102,32,180,128,89,47,19,43,113,64,51,45,37,63,31,39,62.33,21.82,FALSE
2333226309,10,22,95,141,62,90,79,117,103,52,63,9,62,91,88,41,80,20,53,14,69,64.81,22.68,TRUE
2333226481,7,50,78,38,220,32,49,149,17,80,21,8,11,70,49,110,24,13,4,10,5,49.76,17.42,FALSE
2333226589,6,23,28,126,190,94,53,227,62,112,48,23,62,181,82,44,45,41,28,16,40,72.90,25.52,TRUE
2333227089,5,10,32,24,102,77,40,94,104,76,37,9,53,46,109,59,18,52,30,48,48,51.10,17.88,TRUE
2333227143,6,17,146,160,54,100,76,128,139,172,164,,78,245,33,56,34,12,58,24,44,87.30,29.10,TRUE
2333227330,6,20,36,39,97,100,23,52,73,36,57,1,33,81,87,66,41,10,42,12,60,46.29,16.20,FALSE
2333227429,11,90,64,60,219,100,84,140,99,30,126,19,108,49,103,89,32,15,122,33,81,79.71,27.90,TRUE
2333228263,17,37,39,29,218,81,36,52,40,154,31,13,13,61,41,35,34,21,29,20,22,48.71,17.05,TRUE
2333228689,22,21,67,119,235,288,58,148,230,77,164,3,130,97,70,,,,,,,115.27,28.82,TRUE
2333228930,22,41,166,95,590,267,56,188,160,118,,,,,,,,,,,,170.30,28.38,FALSE
2333229715,4,17,79,112,101,119,32,73,147,72,39,4,57,91,201,126,41,28,106,31,146,77.43,27.10,TRUE
2333229880,14,16,137,131,53,205,76,255,172,80,106,,46,158,108,61,93,15,1,,1,90.95,28.80,TRUE
2333230063,11,29,85,42,126,92,45,103,54,87,74,7,74,87,126,113,50,109,118,66,147,78.33,27.42,TRUE
2333231329,14,30,47,112,196,155,32,191,154,79,163,,54,104,76,64,55,50,43,102,41,88.10,29.37,FALSE
2333231671,8,15,21,31,248,93,34,38,28,29,21,4,31,52,135,176,63,18,144,18,50,59.86,20.95,FALSE
2333232015,20,16,37,30,25,25,45,91,13,32,44,5,90,61,61,46,59,12,17,41,33,38.24,13.38,TRUE
2333232619,14,33,156,90,178,86,75,227,94,30,95,7,66,32,10,28,92,19,146,76,39,75.86,26.55,TRUE
2333232805,9,21,98,182,138,190,69,98,201,175,51,3,51,82,89,53,42,12,45,20,65,80.67,28.23,TRUE
2333233020,19,20,79,175,147,226,48,180,153,51,129,2,79,106,15,50,80,51,33,51,38,82.48,28.87,TRUE
2333233810,4,19,44,74,47,20,40,102,19,56,33,3,53,35,53,87,31,9,60,11,14,38.76,13.57,FALSE
2333234310,8,32,95,160,120,178,56,120,148,59,69,2,77,102,20,109,58,36,53,23,105,77.62,27.17,TRUE
2333234654,2,23,50,24,46,72,29,59,240,135,36,7,45,70,175,30,34,29,71,26,40,59.19,20.72,FALSE
2333234743,19,19,90,229,168,175,140,273,57,30,24,,,,79,57,57,59,48,60,5,88.28,26.48,TRUE
2333235154,11,45,102,179,112,116,74,120,230,43,38,,95,62,221,121,24,9,12,19,25,82.90,27.63,TRUE
2333235251,1,20,28,51,73,82,55,93,86,45,62,52,72,75,44,31,47,28,12,22,65,49.71,17.40,FALSE
2333235669,17,41,49,105,102,149,102,219,106,112,130,4,50,107,120,40,17,19,32,17,48,75.52,26.43,TRUE
2333235855,16,26,49,44,34,90,91,66,115,169,133,2,92,77,116,49,33,35,32,29,57,64.52,22.58,TRUE
2333236444,4,31,33,18,99,5,1,13,3,14,1,1,1,30,10,3,24,3,28,8,566,42.67,14.93,FALSE
2333237114,14,22,91,119,159,44,39,142,80,34,93,2,75,174,120,75,44,14,36,23,47,68.90,24.12,TRUE
2333237203,6,19,17,182,110,66,34,52,35,18,102,5,75,45,133,82,15,16,19,73,30,54.00,18.90,FALSE
2333237386,6,22,58,50,103,109,72,106,194,53,35,31,23,80,64,82,55,15,127,28,41,64.48,22.57,FALSE
2333237491,10,32,142,105,58,216,97,168,190,47,68,,51,115,36,49,77,18,44,94,23,82.00,27.33,TRUE
2333237718,9,26,45,76,50,105,80,94,109,60,80,3,40,52,183,86,35,25,27,33,32,59.52,20.83,TRUE
2333238404,5,19,95,110,68,205,20,75,73,43,72,8,38,71,107,66,74,39,38,32,82,63.81,22.33,TRUE
2333238650,10,46,74,112,62,67,74,132,240,151,97,,80,69,139,51,40,67,89,20,56,83.80,27.93,TRUE
2333239346,15,26,82,200,112,260,64,72,117,60,123,,32,51,122,84,21,11,32,32,47,78.15,26.05,TRUE
2333239401,9,17,46,169,101,100,45,80,106,74,50,25,91,81,245,55,75,15,58,29,73,73.52,25.73,TRUE
2333239435,4,37,132,107,101,48,87,160,109,65,92,11,124,120,318,74,69,28,4,56,4,83.33,29.17,TRUE
2333239931,4,21,30,50,77,24,56,86,38,50,43,6,51,41,61,77,28,8,137,19,17,44.00,15.40,TRUE
2333240026,8,10,117,46,116,177,37,64,56,36,135,3,73,98,148,95,49,31,40,45,68,69.14,24.20,TRUE
2333240093,8,9,22,29,142,142,40,90,84,82,52,7,28,37,60,40,55,17,25,35,41,49.76,17.42,TRUE
2333240697,3,11,49,43,64,136,25,62,105,98,75,2,31,57,81,59,40,17,10,23,16,47.95,16.78,FALSE
2333242991,10,14,68,20,179,101,49,125,54,14,59,41,63,55,84,54,30,53,41,20,24,55.14,19.30,TRUE
2333243173,9,29,92,102,40,119,53,63,96,69,153,,84,81,54,69,28,21,94,48,57,68.05,22.68,TRUE
2333243246,8,13,75,55,220,148,17,111,45,26,53,6,58,42,17,78,30,14,49,22,30,53.19,18.62,FALSE
2333244111,3,9,44,35,63,50,55,151,35,37,21,3,45,36,131,27,28,37,28,27,18,42.05,14.72,FALSE
2333244277,7,11,53,85,156,127,58,87,121,112,67,10,54,86,113,66,36,12,113,14,19,67.00,23.45,TRUE
2333244374,8,36,87,33,75,82,22,99,20,20,7,1,8,99,40,56,3,10,85,30,4,39.29,13.75,TRUE
2333244528,4,80,71,193,361,89,76,57,18,78,255,,74,135,77,114,60,1,3,1,1,87.40,29.13,FALSE
2333244625,18,24,140,64,40,102,52,162,198,52,51,3,142,17,64,117,27,140,200,99,37,83.29,29.15,TRUE
2333244714,7,22,26,53,72,81,29,67,44,17,27,2,38,81,192,47,22,108,34,28,72,50.90,17.82,FALSE
2333244781,10,33,139,114,405,146,57,110,117,70,121,,41,149,253,16,,,,,,118.73,29.68,TRUE
2333244790,16,15,59,55,62,68,30,71,39,97,30,12,61,52,101,57,50,13,45,27,22,46.76,16.37,TRUE
2333244871,11,14,68,90,69,202,44,210,228,263,52,4,63,126,68,59,49,13,32,28,67,83.81,29.33,TRUE
2333245061,13,42,107,67,134,179,78,156,75,28,158,39,140,61,43,50,61,15,66,12,76,76.19,26.67,TRUE
2333245141,5,30,112,43,192,108,35,113,79,109,97,7,137,164,59,41,58,13,25,121,25,74.90,26.22,FALSE
2333245311,12,14,87,105,37,195,41,120,187,91,91,3,43,60,150,83,34,29,38,21,93,73.05,25.57,FALSE
2333245729,125,37,140,24,52,157,7,172,662,222,7,,4,49,66,2,,,,,,115.07,28.77,FALSE
2333245818,7,19,30,98,14,9,2,8,1,3,1,5,1,1,6,3,2,2,4,1,4,10.52,3.68,FALSE
2333245931,8,19,29,46,58,77,60,184,58,46,28,7,40,42,124,36,24,60,17,23,44,49.05,17.17,FALSE
2333246164,12,14,89,54,146,66,29,98,106,130,24,,106,263,150,199,105,14,36,27,26,84.70,28.23,TRUE
2333246253,10,35,50,55,94,49,35,60,71,114,78,11,63,116,98,89,40,83,25,12,51,59.00,20.65,TRUE
2333246504,8,23,70,155,19,173,15,198,118,80,176,,100,73,140,119,26,19,61,13,78,83.20,27.73,FALSE
2333246911,12,53,138,85,58,88,130,136,84,28,159,4,66,134,108,75,88,70,,,,84.22,25.27,TRUE
2333246920,9,18,33,,,,,92,71,30,38,137,30,94,64,52,34,29,152,20,75,57.53,16.30,TRUE
2333247101,4,21,51,72,179,66,106,361,78,55,52,4,51,50,33,76,62,53,12,11,26,67.76,23.72,FALSE
2333247161,21,124,151,146,551,51,108,271,99,209,,,,,,,,,,,,173.10,28.85,TRUE
2333247209,10,34,51,48,98,157,38,105,126,23,39,5,74,97,83,29,34,35,28,22,35,55.76,19.52,TRUE
2333247357,10,22,27,153,34,111,43,73,103,91,45,7,29,84,141,80,43,46,27,87,43,61.86,21.65,FALSE
2333247535,4,16,96,30,261,161,87,159,246,201,86,,153,192,,,,,,,,130.15,28.20,FALSE
2333247616,9,32,55,115,97,72,74,146,84,174,100,,103,169,88,153,75,39,64,55,29,86.65,28.88,FALSE
2333247926,12,28,94,157,85,261,130,38,26,41,215,,60,231,112,58,106,15,,17,24,90.00,28.50,FALSE
2333248272,,14,6,9,34,2,4,25,21,4,3,7,4,15,7,2,5,5,9,17,3,9.80,3.27,FALSE
2333248361,8,42,32,168,49,192,109,74,78,185,108,,54,105,209,75,298,,,,,111.63,29.77,FALSE
2333248469,12,15,130,33,68,129,47,69,85,29,54,4,49,40,128,60,71,14,118,30,44,58.52,20.48,FALSE
2333248876,12,26,98,80,242,135,31,156,109,159,46,,199,76,123,90,,,,,,105.47,26.37,TRUE
2333249058,6,17,73,40,228,111,27,122,191,35,63,,59,97,117,65,46,59,90,38,137,81.05,27.02,TRUE
2333249147,11,40,37,32,64,117,55,133,89,87,47,7,124,145,226,60,26,25,98,30,154,76.52,26.78,TRUE
2333249210,10,69,136,319,313,230,47,288,321,49,,,,,,,,,,,,178.20,29.70,FALSE
2333249554,9,28,45,53,186,127,54,89,402,24,40,,29,39,118,33,32,20,20,115,182,82.25,27.42,FALSE
2333249902,6,38,83,288,279,53,56,219,231,34,91,,52,45,93,42,43,17,,12,,93.44,28.03,FALSE
2333250064,8,23,51,118,131,92,37,189,179,71,59,,192,131,225,74,14,38,35,20,2,84.45,28.15,FALSE
2333250315,6,12,72,83,144,59,28,120,73,101,100,7,75,84,215,90,59,13,126,38,42,73.67,25.78,TRUE
2333250412,8,16,160,65,95,272,27,127,135,67,55,,43,128,113,103,31,10,115,30,99,84.95,28.32,TRUE
2333250501,13,36,42,202,226,71,40,187,108,38,64,16,42,75,74,14,19,46,136,48,12,71.86,25.15,TRUE
2333250595,8,18,25,16,119,46,39,152,111,37,13,10,57,66,123,44,73,19,20,28,28,50.10,17.53,FALSE
2333251621,11,50,42,126,239,147,56,187,74,269,81,5,116,68,77,42,30,19,21,31,29,81.90,28.67,TRUE
2333251656,18,28,49,76,280,51,41,213,76,64,62,25,50,92,184,54,22,24,28,28,28,71.10,24.88,TRUE
2333251702,7,29,155,184,280,53,49,183,142,108,65,,97,133,35,28,42,11,15,44,69,86.45,28.82,TRUE
2333251893,17,19,47,31,44,57,127,149,146,123,37,10,70,58,182,121,107,51,78,21,104,76.14,26.65,TRUE
2333252385,7,16,135,73,86,160,57,108,183,51,89,7,129,114,60,91,26,24,29,160,69,79.71,27.90,TRUE
2333252491,6,15,72,115,141,75,57,100,232,109,77,6,84,95,81,32,87,90,42,15,53,75.43,26.40,FALSE
2333253802,10,48,178,80,59,47,40,157,34,243,52,5,124,108,167,66,51,26,55,30,94,79.71,27.90,TRUE
2333253900,12,20,33,60,85,91,21,148,56,105,195,9,76,113,152,35,31,60,162,18,106,75.62,26.47,TRUE
2333253993,8,13,37,74,56,70,64,94,86,116,47,5,64,148,67,64,49,47,31,26,37,57.29,20.05,FALSE
2333254086,18,23,67,59,160,134,74,99,81,49,91,6,117,74,108,51,40,34,161,33,32,71.95,25.18,TRUE
2333254591,14,24,49,106,162,92,46,62,55,94,41,26,105,71,101,78,38,35,34,97,64,66.38,23.23,TRUE
2333254604,7,36,26,46,75,84,111,106,201,67,35,13,61,74,107,115,45,16,29,41,63,64.67,22.63,TRUE
2333254841,7,17,31,16,112,116,20,91,35,38,82,11,68,70,57,95,53,31,55,16,53,51.14,17.90,TRUE
2333255091,19,34,34,34,76,247,27,168,67,27,33,3,29,53,42,41,34,27,21,38,45,52.33,18.32,TRUE
2333255139,15,27,78,147,126,154,62,117,99,175,122,17,106,63,100,140,40,24,42,37,70,83.86,29.35,TRUE
2333256933,7,15,32,75,94,75,54,80,132,78,69,13,172,78,162,30,26,26,17,17,21,60.62,21.22,TRUE
2333257140,22,19,70,116,187,96,56,141,178,25,79,7,77,67,103,32,39,23,40,26,21,67.81,23.73,TRUE
2333258863,13,27,37,114,113,68,106,136,112,101,76,13,42,80,126,79,140,61,84,58,175,83.86,29.35,FALSE
2333259029,5,23,137,83,674,24,26,83,131,400,88,3,15,44,,,,,,,,124.00,28.93,FALSE
2333259037,7,9,114,145,78,238,37,133,56,35,99,1,52,49,117,61,22,18,40,24,41,65.52,22.93,FALSE
2333259703,6,12,138,58,127,95,21,172,31,34,43,4,74,101,149,45,72,19,27,58,60,64.10,22.43,TRUE
2333259819,12,54,23,68,519,75,51,134,34,127,84,13,55,58,156,64,24,11,69,49,35,81.67,28.58,TRUE
2333260213,4,25,140,154,404,174,44,75,61,73,71,7,33,34,123,95,49,31,40,18,73,82.29,28.80,TRUE
2333260370,6,18,77,38,65,31,66,76,45,18,43,4,43,71,74,58,29,72,51,90,50,48.81,17.08,FALSE
2333260566,10,36,49,109,40,293,64,57,151,41,92,5,52,130,189,50,21,10,22,20,32,70.14,24.55,TRUE
2333260876,5,18,63,21,203,43,84,104,133,94,85,11,70,145,245,51,31,38,148,33,93,81.81,28.63,TRUE
2333263875,8,28,124,109,153,46,40,125,135,81,122,5,91,32,192,40,54,6,89,12,61,73.95,25.88,TRUE
2333264146,17,44,118,65,212,85,47,370,89,148,154,,39,25,74,85,107,28,,9,45,92.68,29.35,TRUE
2333265568,7,23,36,42,28,135,35,66,60,44,144,4,66,53,51,52,58,24,35,57,53,51.10,17.88,TRUE
2333265657,15,18,50,39,55,109,25,175,191,156,51,18,42,156,53,56,52,25,33,98,28,68.81,24.08,TRUE
2333265843,9,22,237,144,42,115,35,69,205,296,33,,121,163,154,38,15,3,,,,100.06,28.35,TRUE
2333265916,9,25,159,56,37,214,60,68,124,184,161,,107,112,131,82,71,,,,,100.00,26.67,TRUE
2333266505,6,10,62,42,123,81,15,48,111,65,42,8,64,83,56,65,51,10,21,25,130,53.24,18.63,FALSE
2333267544,12,26,72,105,91,126,80,110,36,67,112,13,67,133,100,87,54,38,34,66,78,71.76,25.12,TRUE
2333267625,10,13,47,35,136,95,130,156,60,61,228,3,138,132,70,54,35,19,26,14,70,72.95,25.53,TRUE
2333268133,8,23,88,81,45,110,53,197,80,48,31,1,133,189,86,51,47,40,27,54,66,69.43,24.30,FALSE
2333268290,6,18,35,54,114,147,49,82,99,70,75,5,62,45,121,56,41,39,27,59,37,59.10,20.68,TRUE
2333268800,6,17,34,208,201,170,33,191,57,68,226,,85,93,354,7,2,,,,,109.50,29.20,FALSE
2333268893,4,10,49,71,47,26,41,86,36,36,58,4,26,56,24,80,8,18,29,32,25,36.48,12.77,FALSE
2333269041,9,25,42,68,77,120,70,133,20,67,60,4,154,85,76,58,59,109,38,33,160,69.86,24.45,FALSE
2333269156,18,29,26,62,74,139,39,82,105,77,60,21,39,42,42,64,28,39,18,7,65,51.24,17.93,FALSE
2333269491,11,14,43,39,40,93,50,92,57,77,27,1,36,89,157,58,22,19,17,13,40,47.38,16.58,TRUE
2333269938,4,21,92,22,202,126,28,127,160,120,69,2,53,78,136,58,45,10,55,48,40,71.24,24.93,TRUE
2333271461,14,34,137,175,141,387,60,433,184,38,152,,5,,,,,,,,,146.67,29.33,TRUE
2333271797,13,9,29,16,118,46,13,70,34,50,31,23,53,53,75,73,56,72,104,94,23,50.24,17.58,FALSE
2333272327,6,36,59,255,198,49,3,68,5,25,8,2,3,82,63,33,22,4,5,2,25,45.38,15.88,FALSE
2333272912,,14,91,27,297,32,72,84,123,49,9,4,24,56,35,23,4,7,2,6,3,48.10,16.03,FALSE
2333273170,7,9,63,33,146,112,28,154,108,64,114,2,90,100,72,51,41,33,66,71,68,68.19,23.87,TRUE
2333273323,8,26,68,95,248,97,50,100,94,85,95,5,44,79,72,207,24,23,60,33,33,73.62,25.77,TRUE
2333273480,8,24,44,34,70,129,32,98,96,107,142,15,64,129,69,86,43,26,35,35,110,66.48,23.27,FALSE
2333274010,3,27,47,100,54,230,56,132,175,56,77,,106,70,177,87,89,15,104,16,134,87.75,29.25,FALSE
2333274176,5,33,76,97,162,60,58,238,110,101,51,13,114,188,105,32,16,46,50,20,24,76.14,26.65,TRUE
2333274818,4,19,101,27,89,90,37,54,166,76,98,5,55,168,121,49,17,9,31,43,18,60.81,21.28,FALSE
2333275024,,21,121,125,288,223,28,148,66,29,68,2,43,58,168,45,13,28,52,29,15,78.50,26.17,TRUE
2333275385,6,18,72,98,29,118,27,155,86,69,84,27,61,82,129,50,42,18,78,26,99,65.43,22.90,FALSE
2333275466,13,12,75,105,67,151,28,66,75,52,48,7,103,94,95,226,36,13,80,33,40,67.57,23.65,TRUE
2333275628,10,14,70,9,174,99,49,132,36,61,37,15,47,73,27,99,35,19,64,22,61,54.90,19.22,TRUE
2333275903,10,28,46,57,149,85,34,188,40,26,46,2,56,71,53,93,42,28,37,21,35,54.62,19.12,TRUE
2333276071,9,25,120,84,149,173,19,109,29,270,31,14,100,134,124,30,26,65,74,12,43,78.10,27.33,TRUE
2333276128,17,24,40,116,122,180,30,84,136,85,106,12,57,107,119,76,59,19,253,22,35,80.90,28.32,TRUE
2333276748,5,19,34,26,185,247,60,148,147,55,90,9,50,36,119,102,41,75,47,56,46,76.05,26.62,TRUE
2333276829,25,28,126,35,119,78,36,187,134,23,71,,234,227,82,43,44,31,29,33,61,82.30,27.43,TRUE
2333277078,13,40,167,474,511,137,15,114,27,22,110,,65,70,5,,,,,,,126.43,29.50,TRUE
2333277256,12,15,59,249,89,121,111,117,130,130,154,1,89,36,157,171,35,27,2,6,,85.55,28.52,FALSE
2333277507,22,30,79,25,163,210,81,275,116,80,177,5,115,83,209,,,,24,12,1,94.83,28.45,TRUE
2333278104,10,30,39,111,186,67,39,55,96,53,125,18,77,98,89,119,40,28,29,14,47,65.24,22.83,TRUE
2333278449,6,17,32,45,49,123,25,59,26,21,34,2,95,54,67,68,27,21,48,64,35,43.71,15.30,FALSE
2333279381,13,11,39,27,125,120,80,62,90,54,39,,79,88,587,57,36,19,73,44,62,85.25,28.42,TRUE
2333279453,6,28,121,43,148,333,115,150,527,254,5,,,,,,,,,,,157.27,28.83,TRUE
2333279496,10,22,73,68,193,64,62,145,62,56,98,,170,61,215,84,63,17,28,98,83,83.60,27.87,TRUE
2333280052,9,24,44,52,45,31,69,314,68,75,59,15,58,70,114,89,36,45,50,21,155,68.71,24.05,FALSE
2333280249,10,20,47,275,138,116,52,72,15,81,35,2,41,35,106,49,29,15,33,53,92,62.67,21.93,TRUE
2333280583,17,51,139,52,194,223,76,162,48,87,90,35,93,136,82,100,11,21,13,39,36,81.19,28.42,TRUE
2333281245,12,33,57,23,136,47,32,171,69,18,56,4,80,57,15,66,56,29,75,25,39,52.38,18.33,FALSE
2333281431,15,30,36,67,171,47,48,86,30,46,47,12,107,88,230,67,62,28,33,52,135,68.43,23.95,TRUE
2333281601,13,19,41,31,62,75,30,100,55,55,46,10,82,116,103,63,43,19,200,19,57,59.00,20.65,TRUE
2333281750,9,34,97,162,49,98,41,235,308,54,261,2,83,147,71,54,25,,,,,101.76,28.83,TRUE
2333282021,15,17,63,38,105,44,50,320,45,32,132,9,70,66,79,66,61,32,107,17,26,66.38,23.23,TRUE
2333282446,10,32,55,125,83,172,36,114,74,57,50,15,125,112,197,99,33,19,31,13,135,75.57,26.45,TRUE
2333282799,9,24,105,52,40,31,31,97,89,70,87,7,82,39,134,40,32,27,110,52,31,56.62,19.82,TRUE
2333283132,12,11,44,47,134,177,77,76,88,96,44,3,43,59,138,75,25,16,38,39,60,62.00,21.70,FALSE
2333283205,15,39,30,38,122,322,104,213,123,90,23,8,61,133,95,67,21,36,27,43,23,77.76,27.22,TRUE
2333283477,12,33,58,80,75,219,41,121,50,69,70,7,86,32,136,113,30,22,36,16,42,64.19,22.47,TRUE
2333284147,4,25,90,45,79,73,32,182,58,29,38,11,31,55,73,81,54,13,26,11,72,51.52,18.03,TRUE
2333285071,16,25,24,175,50,32,38,125,48,19,41,18,51,79,29,46,70,141,100,90,205,67.71,23.70,TRUE
2333285330,7,15,56,82,86,104,39,114,39,46,73,4,47,63,191,43,42,25,166,36,84,64.86,22.70,TRUE
2333285372,10,12,259,107,411,331,34,172,54,31,4,,10,,,,,,,,,119.58,23.92,FALSE
2333285771,16,27,47,84,72,55,83,130,49,103,61,160,70,83,161,20,89,11,33,11,93,69.43,24.30,FALSE
2333285941,10,20,53,75,134,131,52,193,89,63,27,12,42,39,49,36,25,18,24,48,78,58.00,20.30,TRUE
2333286026,8,21,196,59,63,143,49,71,175,108,40,,147,184,173,46,53,89,,12,83,90.53,28.67,FALSE
2333286379,14,30,163,89,147,129,69,144,109,76,139,4,93,69,61,95,74,33,57,24,80,80.90,28.32,TRUE
2333286468,9,27,50,68,118,256,44,71,141,86,201,,91,191,189,121,16,,,,,104.94,27.98,TRUE
2333286565,5,27,46,63,101,70,47,111,128,65,54,3,93,77,113,53,24,24,66,18,48,58.86,20.60,TRUE
2333286883,8,34,133,74,294,78,61,144,123,42,32,33,55,157,174,51,54,26,40,47,38,80.86,28.30,TRUE
2333287634,11,22,63,69,170,55,77,149,50,95,43,12,31,142,180,65,65,15,71,32,84,71.48,25.02,TRUE
2333287821,6,15,55,104,42,70,85,63,505,172,77,2,62,113,81,52,24,25,10,22,32,77.00,26.95,TRUE
2333287880,10,11,62,133,71,153,60,111,121,94,58,17,80,46,178,105,66,16,89,21,23,72.62,25.42,TRUE
2333288169,4,17,100,84,61,82,34,55,57,47,50,6,73,132,98,40,53,26,24,14,62,53.29,18.65,TRUE
2333288231,8,22,61,55,81,99,58,67,89,63,58,13,41,133,216,105,42,48,142,34,43,70.38,24.63,TRUE
2333288410,13,57,76,92,130,104,59,73,85,86,79,12,59,147,94,77,63,37,31,19,29,67.71,23.70,TRUE
2333288509,3,27,32,58,206,93,40,168,84,67,98,2,44,106,48,47,40,21,26,26,27,60.14,21.05,FALSE
2333288916,,33,53,133,167,117,61,91,52,63,41,9,38,82,154,32,36,13,234,34,74,75.85,25.28,TRUE
2333289262,13,26,100,128,124,180,44,118,136,87,91,5,60,239,118,63,30,9,24,28,44,79.38,27.78,TRUE
2333289351,7,30,77,37,172,235,50,157,32,34,38,11,87,36,23,107,36,25,168,18,82,69.62,24.37,FALSE
2333289955,4,12,40,89,95,145,30,173,325,102,56,,169,145,140,63,31,73,,20,22,91.26,28.90,TRUE
2333290058,7,17,97,93,40,126,61,183,203,229,70,10,31,98,58,59,28,21,59,36,43,74.71,26.15,TRUE
2333290465,5,28,43,78,39,128,99,143,160,199,181,,66,118,100,119,50,76,35,35,44,87.30,29.10,FALSE
2333290651,18,37,53,126,95,129,86,103,219,276,199,6,47,58,165,33,20,1,4,,,88.16,27.92,FALSE
2333290805,3,69,135,69,72,161,24,127,79,140,100,,118,158,158,142,115,67,,22,,97.72,29.32,FALSE
2333291402,28,33,51,225,118,157,89,205,88,59,95,,192,121,96,128,60,,,,,109.06,29.08,TRUE
2333291470,8,29,34,66,95,95,21,108,63,140,62,6,39,46,135,89,35,23,17,44,40,56.90,19.92,TRUE
2333291658,5,15,38,83,44,115,182,63,32,56,60,2,86,94,89,47,31,21,79,80,72,61.62,21.57,TRUE
2333291852,4,36,66,39,102,166,42,87,181,16,217,102,59,137,126,69,76,15,67,46,91,83.05,29.07,FALSE
2333292310,5,40,89,126,333,41,46,217,68,35,132,,75,139,339,12,,,,,,113.13,28.28,TRUE
2333292506,12,23,122,104,129,262,56,125,171,29,58,39,40,115,108,153,42,26,28,27,57,82.19,28.77,TRUE
2333292948,8,25,48,32,89,59,26,72,102,100,23,11,76,88,24,97,75,20,236,20,45,60.76,21.27,TRUE
2333293006,9,28,52,81,122,94,41,98,100,92,51,7,76,64,118,151,33,35,284,42,171,83.29,29.15,TRUE
2333293197,13,16,72,34,69,45,59,76,32,40,132,3,91,121,106,53,39,32,42,38,112,58.33,20.42,FALSE
2333296188,8,26,78,51,128,97,63,158,91,88,145,5,83,83,117,79,82,20,83,19,44,73.71,25.80,FALSE
2333296251,5,16,23,68,278,34,36,152,58,28,96,3,59,101,115,132,27,28,53,16,63,66.24,23.18,TRUE
2333296439,6,13,27,31,79,26,30,183,20,23,33,17,55,35,79,39,13,25,129,11,33,43.19,15.12,FALSE
2333296536,3,16,102,144,365,171,69,110,70,53,62,24,64,86,88,85,33,17,14,29,41,78.38,27.43,TRUE
2333296609,10,16,76,32,34,108,31,51,53,140,43,4,88,39,170,69,30,11,28,28,32,52.05,18.22,TRUE
2333296935,7,24,24,40,16,3,13,110,79,67,247,3,41,51,191,74,177,74,23,13,6,61.10,21.38,FALSE
2333296943,14,36,51,39,208,97,41,94,92,147,58,27,43,151,93,101,129,22,40,25,115,77.29,27.05,TRUE
2333297036,8,32,37,37,87,45,57,148,37,33,85,10,48,91,21,85,9,8,46,29,45,47.52,16.63,TRUE
2333297125,10,33,117,187,89,137,39,112,89,312,133,,13,120,145,,,,,,,109.71,25.60,FALSE
2333297346,24,34,36,,,17,71,112,63,51,102,,77,110,114,39,36,14,4,52,51,55.94,16.78,TRUE
2333297605,20,18,50,54,37,26,32,60,21,37,108,17,75,27,153,61,47,45,47,21,22,46.57,16.30,TRUE
2333297630,18,49,112,43,282,219,47,179,104,291,143,,86,38,48,66,,,,,,115.00,28.75,TRUE
2333297702,9,47,56,44,101,42,25,109,92,75,112,381,55,135,77,47,102,21,122,39,68,83.76,29.32,TRUE
2333298296,7,13,69,84,147,244,86,99,117,139,93,18,81,129,81,83,23,12,19,24,56,77.33,27.07,TRUE
2333298482,11,14,42,19,114,16,33,100,20,19,38,5,43,48,26,50,14,11,49,16,29,34.14,11.95,FALSE
